Iter,TotTime,m_block,Alpha,mu,Theta0,Theta_fin,V_theta_fin,V_block_finx,V_block_finy,Wind_x,Wind_y,Windz,Vkitex,Vkitey,Vkitez,Vrelx,Vrely,Vrelz,F_vinc,Tension,Lift,Liftx,Lifty,Liftz,Drag,Dragx,Dragy,Dragz
147903, 14.79, 40.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, 373.74, 18.66, -187.58, -0.10, -0.00, 187.58, 18.76, 18.76, -0.00, 0.01
140820, 14.08, 40.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, 371.44, 20.96, -209.63, -0.00, -0.00, -209.63, 20.96, 20.96, -0.00, -0.00
134180, 13.42, 40.00, -6.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, 369.11, 23.29, -232.90, -0.00, -0.00, -232.90, 23.29, 23.29, -0.00, -0.00
30762, 3.08, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 252.90, 139.50, 123.40, 123.32, 0.00, -4.34, 2.47, 0.09, -0.00, 2.47
28346, 2.83, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 175.59, 216.81, 193.49, 192.89, 0.00, -15.23, 3.87, 0.30, -0.00, 3.86
28148, 2.81, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 84.73, 307.67, 276.56, 275.13, 0.00, -28.03, 5.53, 0.56, -0.00, 5.50
35054, 3.51, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, -7.06, 399.46, 360.86, 358.21, 0.00, -43.65, 7.22, 0.87, -0.00, 7.16
310046, 31.00, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, -295.53, 687.93, 621.96, 619.50, 0.01, -55.20, 12.44, 1.10, -0.00, 12.39
546577, 54.66, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, -389.56, 781.96, 711.98, 491.05, 515.25, -17.51, 14.24, 5.61, -4.94, 12.12
678036, 67.80, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 331.59, 60.81, 52.86, -2.32, 52.78, 1.89, 1.06, 0.25, -0.03, 1.03
700394, 70.04, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 328.30, 64.10, 58.80, 4.35, 57.78, 9.96, 1.18, 0.55, -0.22, 1.01
720003, 72.00, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 168.63, 223.77, 210.15, 33.66, 207.01, 13.30, 4.20, 2.11, -0.57, 3.59
741705, 74.17, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 182.04, 210.36, 195.10, 24.65, 193.54, -0.81, 3.90, 1.83, -0.22, 3.44
751622, 75.16, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 304.09, 88.31, 79.38, 11.01, -78.49, 4.47, 1.59, 0.83, 0.19, 1.34
754760, 75.48, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 197.12, 195.28, 183.84, 23.97, -182.13, 6.93, 3.68, 2.11, 0.39, 2.98
755700, 75.57, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, 275.32, 117.08, 106.61, 17.91, 105.03, 3.88, 2.13, 1.27, -0.28, 1.69
752715, 75.27, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, 215.90, 176.50, 166.18, 23.83, -164.46, 1.13, 3.32, 2.06, 0.32, 2.59
747358, 74.74, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, 221.59, 170.81, 162.37, 28.66, 159.78, 3.32, 3.25, 2.11, -0.43, 2.43
738655, 73.87, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 31.00,  0.00, 0.00, 0.00, 0.00, 0.00, -31.00, 0.00, 0.00, 209.04, 183.36, 173.57, 34.74, -170.05, 1.83, 3.47, 2.34, 0.51, 2.51
724330, 72.43, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 33.00,  0.00, 0.00, 0.00, 0.00, 0.00, -33.00, 0.00, 0.00, 167.91, 224.49, 214.33, 48.04, 208.87, 1.25, 4.29, 3.02, -0.71, 2.96
699497, 69.95, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, 163.50, 228.90, 218.77, 52.43, -212.38, -2.14, 4.38, 3.16, 0.75, 2.93
640789, 64.08, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, 128.49, 263.91, 254.36, 64.08, -246.15, 1.32, 5.09, 3.83, 1.01, 3.20
32277, 3.23, 40.00, -4.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, -7561.47, 7953.87, 7228.33, 7122.90, 1066.15, -613.46, 144.57, 14.55, -14.91, 143.06
31720, 3.17, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 267.99, 124.41, 120.59, 120.00, 0.00, 12.00, 3.01, -0.30, -0.00, 3.00
30074, 3.01, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 322.79, 69.61, 67.15, 65.67, 0.00, 13.99, 1.68, -0.35, -0.00, 1.64
253559, 25.36, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 241.69, 150.71, 145.79, 145.63, 0.00, -6.88, 3.64, 0.17, 0.00, 3.64
615040, 61.50, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 214.26, 178.14, 174.63, 77.40, -156.45, 5.16, 4.37, 0.22, 0.25, 4.35
808283, 80.83, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 255.76, 136.64, 131.66, 43.99, -123.95, 6.12, 3.29, 0.40, 0.30, 3.25
824104, 82.41, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 258.87, 133.53, 127.88, 49.68, -117.84, -0.91, 3.20, 0.49, 0.18, 3.15
821147, 82.11, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 274.27, 118.13, 112.51, 49.64, 100.88, 4.15, 2.81, 0.50, -0.36, 2.75
808838, 80.88, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 224.15, 168.25, 166.67, 80.61, 145.84, 3.20, 4.17, 0.91, -0.59, 4.02
764267, 76.43, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 185.04, 207.36, 201.76, 101.06, 174.61, 2.42, 5.04, 1.41, -0.88, 4.76
90704, 9.07, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 58.59, 333.81, 327.50, 326.90, 19.66, -2.52, 8.19, 0.06, 0.00, 8.19
92541, 9.25, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 56.04, 336.36, 330.22, 329.93, 12.93, 4.74, 8.26, -0.12, -0.00, 8.25
95294, 9.53, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 83.73, 308.67, 303.19, 302.65, -12.41, 13.01, 7.58, -0.33, 0.01, 7.57
99008, 9.90, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, 149.69, 242.71, 238.37, 237.30, 11.88, 19.15, 5.96, -0.48, -0.02, 5.94
103983, 10.40, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, 238.91, 153.49, 150.26, 148.69, -10.54, 18.94, 3.76, -0.47, 0.03, 3.73
111000, 11.10, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, 307.98, 84.42, 81.21, 80.12, 5.59, 12.03, 2.03, -0.30, -0.02, 2.01
120483, 12.05, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 31.00,  0.00, 0.00, 0.00, 0.00, 0.00, -31.00, 0.00, 0.00, 320.85, 71.55, 67.49, 66.81, -8.52, 4.35, 1.69, -0.11, 0.01, 1.68
131384, 13.14, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 33.00,  0.00, 0.00, 0.00, 0.00, 0.00, -33.00, 0.00, 0.00, 283.61, 108.79, 104.22, 102.32, -19.69, -2.15, 2.61, 0.05, -0.01, 2.60
142239, 14.22, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 35.00,  0.00, 0.00, 0.00, 0.00, 0.00, -35.00, 0.00, 0.00, 278.38, 114.02, 109.69, 94.44, -55.70, -3.24, 2.74, 0.08, -0.03, 2.74
156548, 15.65, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 37.00,  0.00, 0.00, 0.00, 0.00, 0.00, -37.00, 0.00, 0.00, 250.46, 141.94, 136.15, 83.21, -107.37, -9.19, 3.40, 0.40, 0.02, 3.38
161766, 16.18, 40.00, -2.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 39.00,  0.00, 0.00, 0.00, 0.00, 0.00, -39.00, 0.00, 0.00, 188.22, 204.18, 209.48, 117.95, 158.40, 69.84, 5.24, -0.31, -1.91, 4.87
39110, 3.91, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 1.00,  0.00, 0.00, 0.00, 0.00, 0.00, -1.00, 0.00, 0.00, 205.17, 187.23, 184.67, 184.64, 0.00, 3.48, 5.28, -0.10, -0.00, 5.28
51613, 5.16, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 3.00,  0.00, 0.00, 0.00, 0.00, 0.00, -3.00, 0.00, 0.00, 155.69, 236.71, 234.49, 234.45, 0.00, 4.20, 6.70, -0.12, -0.00, 6.70
855792, 85.58, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 5.00,  0.00, 0.00, 0.00, 0.00, 0.00, -5.00, 0.00, 0.00, 277.84, 114.56, 112.12, 48.52, 101.03, 2.95, 3.20, 0.04, -0.11, 3.20
755691, 75.57, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 7.00,  0.00, 0.00, 0.00, 0.00, 0.00, -7.00, 0.00, 0.00, 239.52, 152.88, 151.64, 76.12, 130.71, 10.63, 4.33, 0.03, -0.37, 4.32
863901, 86.39, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 9.00,  0.00, 0.00, 0.00, 0.00, 0.00, -9.00, 0.00, 0.00, 289.58, 102.82, 104.91, 58.28, 86.52, 11.11, 3.00, 0.02, -0.39, 2.97
890387, 89.04, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 11.00,  0.00, 0.00, 0.00, 0.00, 0.00, -11.00, 0.00, 0.00, 213.49, 178.91, 175.79, 105.58, 140.56, -0.09, 5.02, 0.43, -0.32, 4.99
897250, 89.73, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 13.00,  0.00, 0.00, 0.00, 0.00, 0.00, -13.00, 0.00, 0.00, 191.03, 201.37, 197.75, 126.03, 152.33, 4.08, 5.65, 0.60, -0.65, 5.58
896558, 89.66, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 15.00,  0.00, 0.00, 0.00, 0.00, 0.00, -15.00, 0.00, 0.00, 145.03, 247.37, 243.55, 156.85, -186.31, 1.77, 6.96, 1.16, 1.04, 6.78
895498, 89.55, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 17.00,  0.00, 0.00, 0.00, 0.00, 0.00, -17.00, 0.00, 0.00, 118.12, 274.28, 270.37, 174.64, -206.39, 1.24, 7.72, 1.68, 1.46, 7.40
896217, 89.62, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 19.00,  0.00, 0.00, 0.00, 0.00, 0.00, -19.00, 0.00, 0.00, 100.71, 291.69, 287.79, 186.92, 218.82, 0.68, 8.22, 2.06, -1.78, 7.76
897878, 89.79, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 21.00,  0.00, 0.00, 0.00, 0.00, 0.00, -21.00, 0.00, 0.00, 93.79, 298.61, 294.74, 192.53, 223.17, 0.41, 8.42, 2.24, -1.94, 7.88
898335, 89.83, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 23.00,  0.00, 0.00, 0.00, 0.00, 0.00, -23.00, 0.00, 0.00, 86.10, 306.30, 302.44, 198.59, -228.10, 0.11, 8.64, 2.51, 2.19, 7.98
898352, 89.84, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 25.00,  0.00, 0.00, 0.00, 0.00, 0.00, -25.00, 0.00, 0.00, 73.05, 319.35, 315.54, 208.20, 237.10, -0.04, 9.02, 2.85, -2.50, 8.18
898367, 89.84, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 27.00,  0.00, 0.00, 0.00, 0.00, 0.00, -27.00, 0.00, 0.00, 57.22, 335.18, 331.46, 219.77, -248.13, -0.26, 9.47, 3.24, 2.86, 8.43
898132, 89.81, 40.00, 0.00, 0.00, 0.79, 1.57, 0.00, 0.00, 0.00, 29.00,  0.00, 0.00, 0.00, 0.00, 0.00, -29.00, 0.00, 0.00, 39.93, 352.47, 348.89, 232.48, 260.14, -0.50, 9.97, 3.66, -3.26, 8.68
